itemid,shopid,name,currency,stock,ctime,historical_sold,liked_count,view_count,catid,brand,price,price_min,price_max,price_min_before_discount,price_max_before_discount,price_before_discount,has_lowest_price_guarantee,raw_discount,rating_star,show_free_shipping,is_preferred_plus_seller,shop_location,has_model_with_available_shopee_stock,can_use_cod,is_on_flash_sale
8430572032,98067439,Greenland Panci Keramik Marble FRYPAN VR Deep Wok 30cm Wajan Cekung Penggorengan Anti Lengket HPM101,IDR,592,1616483426,140,603,15753,46,Tidak Ada Merek,149000.0,149000.0,149000.0,245000.0,245000.0,245000.0,False,39,4.769230769230769,False,False,KOTA JAKARTA BARAT,False,True,False
5727668508,98700411,Cypruz Fry Pan Marble Induksi Gagang Kayu 18cm FP-0629,IDR,31,1586847641,772,2197,15052,46,CYPRUZ,156000.0,156000.0,156000.0,195000.0,195000.0,195000.0,False,20,4.855072463768116,True,False,KAB. BANYUASIN,True,True,False
5443747475,115072886,Panci Shabu Shabu 2 sekat 28cm Stainless Steel,IDR,2,1595742127,6,7,246,46,Akebonno,200000.0,200000.0,200000.0,-1e-05,-1e-05,0.0,False,0,5.0,False,True,KOTA JAKARTA UTARA,False,True,False
7043376415,122544935,TEFLON FRYPAN MARBLE MARBEL PANCI SET BMW COOKWARE WAJAN PENGGORENGAN MURAH,IDR,520,1595478323,538,522,11441,46,Tidak Ada Merek,34999.0,34999.0,34999.0,120000.0,120000.0,120000.0,True,71,4.593639575971731,False,False,KOTA JAKARTA BARAT,False,True,False
2251323801,126433728,PANCI LANGSENG DANDANG KUKUS STEAMER UK. 20 CM GLOBAL EAGLE FREE SUNLIGHT 95 ML,IDR,1796,1558433035,2659,2655,6674,46,Global Eagle,36270.0,36270.0,38220.0,39000.0,39000.0,39000.0,False,7,4.861875350926446,True,True,KAB. BATANG,False,True,False
4465184491,132967458,PAKET Cookware Set 13 pcs - Panci Set Spatula Teflon All in One  - PANCI SET 13 pc,IDR,503,1606235871,711,1974,33494,46,Tidak Ada Merek,109500.0,109500.0,109500.0,-1e-05,-1e-05,0.0,False,0,4.357723577235772,False,False,KOTA BEKASI,False,True,False
2874434234,149205613,GM Bear Panci Teflon 1 Set 3 pcs 1042-Panci Teflon Set 3,IDR,710,1569231819,36277,49363,388122,46,GM Bear,119900.0,119900.0,119900.0,329000.0,329000.0,329000.0,False,64,4.569699990936282,True,False,KOTA JAKARTA UTARA,False,True,False
2728646287,157901565,KTCmart - TAJIMAWA Frypan MINI TERLARIS / Teflon Goreng / Teflon Masak/ Anti Lengket,IDR,16,1567067868,1011,749,5122,46,,29900.0,29900.0,29900.0,49900.0,49900.0,49900.0,False,40,4.718562874251497,False,True,KOTA JAKARTA BARAT,False,True,False
4725114170,165000949,Panci Shabu 28cm / Mangkok Sup Panci suki Sekat 2 Pan Hot Pot+ Tutup kaca,IDR,6,1586253739,189,537,4751,46,Tidak Ada Merek,60000.0,60000.0,60000.0,-1e-05,-1e-05,0.0,False,0,4.788235294117647,False,False,KOTA JAKARTA BARAT,False,True,False
4419703949,171642837,TKIS Panci Steamer Stainless 2 Tingkat Kukusan Stainless Steel Makin Tebail Diameter 28CM CUC-805,IDR,22,1584184658,6922,12855,16777,46,Tidak Ada Merek,77500.0,77500.0,77500.0,158000.0,158000.0,158000.0,False,51,4.587151132174829,False,False,KOTA TANGERANG,False,True,False
